PING 192.168.4.2 (192.168.4.2) 56(84) bytes of data.
[1787199893.274730] From 192.168.4.50 icmp_seq=438 Destination Host Unreachable
[1787199893.274876] From 192.168.4.50 icmp_seq=439 Destination Host Unreachable
[1787199893.274942] From 192.168.4.50 icmp_seq=440 Destination Host Unreachable
[1787199896.382033] From 192.168.4.50 icmp_seq=441 Destination Host Unreachable
[1787199896.382322] From 192.168.4.50 icmp_seq=442 Destination Host Unreachable
[1787199896.382416] From 192.168.4.50 icmp_seq=443 Destination Host Unreachable
[1787199896.382488] From 192.168.4.50 icmp_seq=444 Destination Host Unreachable
[1787199896.382557] From 192.168.4.50 icmp_seq=445 Destination Host Unreachable
[1787199896.382619] From 192.168.4.50 icmp_seq=446 Destination Host Unreachable
[1787199896.382677] From 192.168.4.50 icmp_seq=447 Destination Host Unreachable
[1787199896.382733] From 192.168.4.50 icmp_seq=448 Destination Host Unreachable
[1787199899.513894] From 192.168.4.50 icmp_seq=449 Destination Host Unreachable
[1787199899.514284] From 192.168.4.50 icmp_seq=450 Destination Host Unreachable
[1787199899.514558] From 192.168.4.50 icmp_seq=451 Destination Host Unreachable
[1787199899.514714] From 192.168.4.50 icmp_seq=452 Destination Host Unreachable
[1787199899.514778] From 192.168.4.50 icmp_seq=453 Destination Host Unreachable
[1787199899.514834] From 192.168.4.50 icmp_seq=454 Destination Host Unreachable
[1787199899.514886] From 192.168.4.50 icmp_seq=455 Destination Host Unreachable
[1787199899.514943] From 192.168.4.50 icmp_seq=456 Destination Host Unreachable
[1787199902.682125] From 192.168.4.50 icmp_seq=457 Destination Host Unreachable
[1787199902.682476] From 192.168.4.50 icmp_seq=458 Destination Host Unreachable
[1787199902.682686] From 192.168.4.50 icmp_seq=459 Destination Host Unreachable
[1787199902.682857] From 192.168.4.50 icmp_seq=460 Destination Host Unreachable
[1787199902.682938] From 192.168.4.50 icmp_seq=461 Destination Host Unreachable
[1787199902.683004] From 192.168.4.50 icmp_seq=462 Destination Host Unreachable
[1787199902.683060] From 192.168.4.50 icmp_seq=463 Destination Host Unreachable
[1787199902.683124] From 192.168.4.50 icmp_seq=464 Destination Host Unreachable
[1787199905.818130] From 192.168.4.50 icmp_seq=465 Destination Host Unreachable
[1787199905.818549] From 192.168.4.50 icmp_seq=466 Destination Host Unreachable
[1787199905.818942] From 192.168.4.50 icmp_seq=467 Destination Host Unreachable
[1787199905.819221] From 192.168.4.50 icmp_seq=468 Destination Host Unreachable
[1787199905.819292] From 192.168.4.50 icmp_seq=469 Destination Host Unreachable
[1787199905.819357] From 192.168.4.50 icmp_seq=470 Destination Host Unreachable
[1787199905.819415] From 192.168.4.50 icmp_seq=471 Destination Host Unreachable
[1787199905.819470] From 192.168.4.50 icmp_seq=472 Destination Host Unreachable
[1787199908.957848] From 192.168.4.50 icmp_seq=473 Destination Host Unreachable
[1787199908.957898] From 192.168.4.50 icmp_seq=474 Destination Host Unreachable
[1787199908.957918] From 192.168.4.50 icmp_seq=475 Destination Host Unreachable
[1787199908.957944] From 192.168.4.50 icmp_seq=476 Destination Host Unreachable
[1787199908.957963] From 192.168.4.50 icmp_seq=477 Destination Host Unreachable
[1787199908.957986] From 192.168.4.50 icmp_seq=478 Destination Host Unreachable
[1787199908.958008] From 192.168.4.50 icmp_seq=479 Destination Host Unreachable
[1787199908.958028] From 192.168.4.50 icmp_seq=480 Destination Host Unreachable
[1787199912.089984] From 192.168.4.50 icmp_seq=481 Destination Host Unreachable
[1787199912.090333] From 192.168.4.50 icmp_seq=482 Destination Host Unreachable
[1787199912.090672] From 192.168.4.50 icmp_seq=483 Destination Host Unreachable
[1787199912.090840] From 192.168.4.50 icmp_seq=484 Destination Host Unreachable
[1787199912.090909] From 192.168.4.50 icmp_seq=485 Destination Host Unreachable
[1787199912.090970] From 192.168.4.50 icmp_seq=486 Destination Host Unreachable
[1787199912.091024] From 192.168.4.50 icmp_seq=487 Destination Host Unreachable
[1787199912.091095] From 192.168.4.50 icmp_seq=488 Destination Host Unreachable
[1787199915.229873] From 192.168.4.50 icmp_seq=489 Destination Host Unreachable
[1787199915.229948] From 192.168.4.50 icmp_seq=490 Destination Host Unreachable
[1787199915.230004] From 192.168.4.50 icmp_seq=491 Destination Host Unreachable
[1787199915.230028] From 192.168.4.50 icmp_seq=492 Destination Host Unreachable
[1787199915.230051] From 192.168.4.50 icmp_seq=493 Destination Host Unreachable
[1787199915.230074] From 192.168.4.50 icmp_seq=494 Destination Host Unreachable
[1787199915.230098] From 192.168.4.50 icmp_seq=495 Destination Host Unreachable
[1787199915.230121] From 192.168.4.50 icmp_seq=496 Destination Host Unreachable
[1787199918.394045] From 192.168.4.50 icmp_seq=497 Destination Host Unreachable
[1787199918.394262] From 192.168.4.50 icmp_seq=498 Destination Host Unreachable
[1787199918.394337] From 192.168.4.50 icmp_seq=499 Destination Host Unreachable
[1787199918.394402] From 192.168.4.50 icmp_seq=500 Destination Host Unreachable
[1787199918.394462] From 192.168.4.50 icmp_seq=501 Destination Host Unreachable
[1787199918.394516] From 192.168.4.50 icmp_seq=502 Destination Host Unreachable
[1787199918.394575] From 192.168.4.50 icmp_seq=503 Destination Host Unreachable
[1787199918.394631] From 192.168.4.50 icmp_seq=504 Destination Host Unreachable
[1787199921.529919] From 192.168.4.50 icmp_seq=505 Destination Host Unreachable
[1787199921.530025] From 192.168.4.50 icmp_seq=506 Destination Host Unreachable
[1787199921.530108] From 192.168.4.50 icmp_seq=507 Destination Host Unreachable
[1787199921.530167] From 192.168.4.50 icmp_seq=508 Destination Host Unreachable
[1787199921.530229] From 192.168.4.50 icmp_seq=509 Destination Host Unreachable
[1787199921.530291] From 192.168.4.50 icmp_seq=510 Destination Host Unreachable
[1787199921.530349] From 192.168.4.50 icmp_seq=511 Destination Host Unreachable
[1787199921.530406] From 192.168.4.50 icmp_seq=512 Destination Host Unreachable
[1787199924.666024] From 192.168.4.50 icmp_seq=513 Destination Host Unreachable
[1787199924.666231] From 192.168.4.50 icmp_seq=514 Destination Host Unreachable
[1787199924.666316] From 192.168.4.50 icmp_seq=515 Destination Host Unreachable
[1787199924.666378] From 192.168.4.50 icmp_seq=516 Destination Host Unreachable
[1787199924.666438] From 192.168.4.50 icmp_seq=517 Destination Host Unreachable
[1787199924.666494] From 192.168.4.50 icmp_seq=518 Destination Host Unreachable
[1787199924.666556] From 192.168.4.50 icmp_seq=519 Destination Host Unreachable
[1787199924.666617] From 192.168.4.50 icmp_seq=520 Destination Host Unreachable
[1787199927.802055] From 192.168.4.50 icmp_seq=521 Destination Host Unreachable
[1787199927.802337] From 192.168.4.50 icmp_seq=522 Destination Host Unreachable
[1787199927.802553] From 192.168.4.50 icmp_seq=523 Destination Host Unreachable
[1787199927.802617] From 192.168.4.50 icmp_seq=524 Destination Host Unreachable
[1787199927.802699] From 192.168.4.50 icmp_seq=525 Destination Host Unreachable
[1787199927.802784] From 192.168.4.50 icmp_seq=526 Destination Host Unreachable
[1787199927.802871] From 192.168.4.50 icmp_seq=527 Destination Host Unreachable
[1787199927.802937] From 192.168.4.50 icmp_seq=528 Destination Host Unreachable
[1787199930.937917] From 192.168.4.50 icmp_seq=529 Destination Host Unreachable
[1787199930.938272] From 192.168.4.50 icmp_seq=530 Destination Host Unreachable
[1787199930.938441] From 192.168.4.50 icmp_seq=531 Destination Host Unreachable
[1787199930.938502] From 192.168.4.50 icmp_seq=532 Destination Host Unreachable
[1787199930.938562] From 192.168.4.50 icmp_seq=533 Destination Host Unreachable
[1787199930.938612] From 192.168.4.50 icmp_seq=534 Destination Host Unreachable
[1787199930.938669] From 192.168.4.50 icmp_seq=535 Destination Host Unreachable
[1787199930.938721] From 192.168.4.50 icmp_seq=536 Destination Host Unreachable
[1787199934.106049] From 192.168.4.50 icmp_seq=537 Destination Host Unreachable
[1787199934.106241] From 192.168.4.50 icmp_seq=538 Destination Host Unreachable
[1787199934.106319] From 192.168.4.50 icmp_seq=539 Destination Host Unreachable
[1787199934.106386] From 192.168.4.50 icmp_seq=540 Destination Host Unreachable
[1787199934.106447] From 192.168.4.50 icmp_seq=541 Destination Host Unreachable
[1787199934.106579] From 192.168.4.50 icmp_seq=542 Destination Host Unreachable
[1787199934.106640] From 192.168.4.50 icmp_seq=543 Destination Host Unreachable
[1787199934.106696] From 192.168.4.50 icmp_seq=544 Destination Host Unreachable
[1787199937.241887] From 192.168.4.50 icmp_seq=545 Destination Host Unreachable
[1787199937.242045] From 192.168.4.50 icmp_seq=546 Destination Host Unreachable
[1787199937.242175] From 192.168.4.50 icmp_seq=547 Destination Host Unreachable
[1787199937.242233] From 192.168.4.50 icmp_seq=548 Destination Host Unreachable
[1787199937.242288] From 192.168.4.50 icmp_seq=549 Destination Host Unreachable
[1787199937.242344] From 192.168.4.50 icmp_seq=550 Destination Host Unreachable
[1787199937.242400] From 192.168.4.50 icmp_seq=551 Destination Host Unreachable
[1787199937.242452] From 192.168.4.50 icmp_seq=552 Destination Host Unreachable
[1787199940.377925] From 192.168.4.50 icmp_seq=553 Destination Host Unreachable
[1787199940.378138] From 192.168.4.50 icmp_seq=554 Destination Host Unreachable
[1787199940.378213] From 192.168.4.50 icmp_seq=555 Destination Host Unreachable
[1787199940.378279] From 192.168.4.50 icmp_seq=556 Destination Host Unreachable
[1787199940.378344] From 192.168.4.50 icmp_seq=557 Destination Host Unreachable
[1787199940.378451] From 192.168.4.50 icmp_seq=558 Destination Host Unreachable
[1787199940.378617] From 192.168.4.50 icmp_seq=559 Destination Host Unreachable
[1787199940.378776] From 192.168.4.50 icmp_seq=560 Destination Host Unreachable
[1787199943.514100] From 192.168.4.50 icmp_seq=561 Destination Host Unreachable
[1787199943.514573] From 192.168.4.50 icmp_seq=562 Destination Host Unreachable
[1787199943.514819] From 192.168.4.50 icmp_seq=563 Destination Host Unreachable
[1787199943.515008] From 192.168.4.50 icmp_seq=564 Destination Host Unreachable
[1787199943.515097] From 192.168.4.50 icmp_seq=565 Destination Host Unreachable
[1787199943.515169] From 192.168.4.50 icmp_seq=566 Destination Host Unreachable
[1787199943.515242] From 192.168.4.50 icmp_seq=567 Destination Host Unreachable
[1787199943.515316] From 192.168.4.50 icmp_seq=568 Destination Host Unreachable
[1787199946.682109] From 192.168.4.50 icmp_seq=569 Destination Host Unreachable
[1787199946.682460] From 192.168.4.50 icmp_seq=570 Destination Host Unreachable
[1787199946.682682] From 192.168.4.50 icmp_seq=571 Destination Host Unreachable
[1787199946.682894] From 192.168.4.50 icmp_seq=572 Destination Host Unreachable
[1787199946.683283] From 192.168.4.50 icmp_seq=573 Destination Host Unreachable
[1787199946.683486] From 192.168.4.50 icmp_seq=574 Destination Host Unreachable
[1787199946.683552] From 192.168.4.50 icmp_seq=575 Destination Host Unreachable
[1787199946.683610] From 192.168.4.50 icmp_seq=576 Destination Host Unreachable
[1787199949.818011] From 192.168.4.50 icmp_seq=577 Destination Host Unreachable
[1787199949.818269] From 192.168.4.50 icmp_seq=578 Destination Host Unreachable
[1787199949.818420] From 192.168.4.50 icmp_seq=579 Destination Host Unreachable
[1787199949.818565] From 192.168.4.50 icmp_seq=580 Destination Host Unreachable
[1787199949.818637] From 192.168.4.50 icmp_seq=581 Destination Host Unreachable
[1787199949.818710] From 192.168.4.50 icmp_seq=582 Destination Host Unreachable
[1787199949.818784] From 192.168.4.50 icmp_seq=583 Destination Host Unreachable
[1787199949.818860] From 192.168.4.50 icmp_seq=584 Destination Host Unreachable
[1787199952.957973] From 192.168.4.50 icmp_seq=585 Destination Host Unreachable
[1787199952.958233] From 192.168.4.50 icmp_seq=586 Destination Host Unreachable
[1787199952.958402] From 192.168.4.50 icmp_seq=587 Destination Host Unreachable
[1787199952.958474] From 192.168.4.50 icmp_seq=588 Destination Host Unreachable
[1787199952.958538] From 192.168.4.50 icmp_seq=589 Destination Host Unreachable
[1787199952.958599] From 192.168.4.50 icmp_seq=590 Destination Host Unreachable
[1787199952.958658] From 192.168.4.50 icmp_seq=591 Destination Host Unreachable
[1787199952.958727] From 192.168.4.50 icmp_seq=592 Destination Host Unreachable
[1787199956.090115] From 192.168.4.50 icmp_seq=593 Destination Host Unreachable
[1787199956.090576] From 192.168.4.50 icmp_seq=594 Destination Host Unreachable
[1787199956.090886] From 192.168.4.50 icmp_seq=595 Destination Host Unreachable
[1787199956.090955] From 192.168.4.50 icmp_seq=596 Destination Host Unreachable
[1787199956.091037] From 192.168.4.50 icmp_seq=597 Destination Host Unreachable
[1787199956.091090] From 192.168.4.50 icmp_seq=598 Destination Host Unreachable
[1787199956.091141] From 192.168.4.50 icmp_seq=599 Destination Host Unreachable
[1787199956.091190] From 192.168.4.50 icmp_seq=600 Destination Host Unreachable
[1787199959.226003] From 192.168.4.50 icmp_seq=601 Destination Host Unreachable
[1787199959.226361] From 192.168.4.50 icmp_seq=602 Destination Host Unreachable
[1787199959.226537] From 192.168.4.50 icmp_seq=603 Destination Host Unreachable
[1787199959.226591] From 192.168.4.50 icmp_seq=604 Destination Host Unreachable
[1787199959.226635] From 192.168.4.50 icmp_seq=605 Destination Host Unreachable
[1787199959.226677] From 192.168.4.50 icmp_seq=606 Destination Host Unreachable
[1787199959.226718] From 192.168.4.50 icmp_seq=607 Destination Host Unreachable
[1787199959.226767] From 192.168.4.50 icmp_seq=608 Destination Host Unreachable
[1787199962.362001] From 192.168.4.50 icmp_seq=609 Destination Host Unreachable
[1787199962.362327] From 192.168.4.50 icmp_seq=610 Destination Host Unreachable
[1787199962.362648] From 192.168.4.50 icmp_seq=611 Destination Host Unreachable
[1787199962.362775] From 192.168.4.50 icmp_seq=612 Destination Host Unreachable
[1787199962.362850] From 192.168.4.50 icmp_seq=613 Destination Host Unreachable
[1787199962.362932] From 192.168.4.50 icmp_seq=614 Destination Host Unreachable
[1787199962.362998] From 192.168.4.50 icmp_seq=615 Destination Host Unreachable
[1787199962.363055] From 192.168.4.50 icmp_seq=616 Destination Host Unreachable
[1787199965.497976] From 192.168.4.50 icmp_seq=617 Destination Host Unreachable
[1787199965.498179] From 192.168.4.50 icmp_seq=618 Destination Host Unreachable
[1787199965.498345] From 192.168.4.50 icmp_seq=619 Destination Host Unreachable
[1787199965.498498] From 192.168.4.50 icmp_seq=620 Destination Host Unreachable
[1787199965.498592] From 192.168.4.50 icmp_seq=621 Destination Host Unreachable
[1787199965.498650] From 192.168.4.50 icmp_seq=622 Destination Host Unreachable
[1787199965.498710] From 192.168.4.50 icmp_seq=623 Destination Host Unreachable
[1787199965.498764] From 192.168.4.50 icmp_seq=624 Destination Host Unreachable
[1787199968.633895] From 192.168.4.50 icmp_seq=625 Destination Host Unreachable
[1787199968.634075] From 192.168.4.50 icmp_seq=626 Destination Host Unreachable
[1787199968.634142] From 192.168.4.50 icmp_seq=627 Destination Host Unreachable
[1787199968.634201] From 192.168.4.50 icmp_seq=628 Destination Host Unreachable
[1787199968.634273] From 192.168.4.50 icmp_seq=629 Destination Host Unreachable
[1787199968.634325] From 192.168.4.50 icmp_seq=630 Destination Host Unreachable
[1787199968.634376] From 192.168.4.50 icmp_seq=631 Destination Host Unreachable
[1787199968.634427] From 192.168.4.50 icmp_seq=632 Destination Host Unreachable
[1787199971.802125] From 192.168.4.50 icmp_seq=633 Destination Host Unreachable
[1787199971.802419] From 192.168.4.50 icmp_seq=634 Destination Host Unreachable
[1787199971.802594] From 192.168.4.50 icmp_seq=635 Destination Host Unreachable
[1787199971.802748] From 192.168.4.50 icmp_seq=636 Destination Host Unreachable
[1787199971.802817] From 192.168.4.50 icmp_seq=637 Destination Host Unreachable
[1787199971.802872] From 192.168.4.50 icmp_seq=638 Destination Host Unreachable
[1787199971.802924] From 192.168.4.50 icmp_seq=639 Destination Host Unreachable
[1787199971.802977] From 192.168.4.50 icmp_seq=640 Destination Host Unreachable
[1787199974.938044] From 192.168.4.50 icmp_seq=641 Destination Host Unreachable
[1787199974.938491] From 192.168.4.50 icmp_seq=642 Destination Host Unreachable
[1787199974.938824] From 192.168.4.50 icmp_seq=643 Destination Host Unreachable
